foreignLemma	inflectionType	v_1sg	v_2sg	v_3sg	v_1pl	v_2pl	v_3pl	v_past_1sg	v_past_2sg	v_past_3sg	v_past_1pl	v_past_2pl	v_past_3pl	v_fut_1sg	v_fut_2sg	v_fut_3sg	v_fut_1pl	v_fut_2pl	v_fut_3pl	v_na_1sg	v_na_2sg	v_na_3sg	v_na_1pl	v_na_2pl	v_na_3pl	v_imp_2sg	v_imp_2pl	v_aor_past_1sg	v_aor_past_2sg	v_aor_past_3sg	v_aor_past_1pl	v_aor_past_2pl	v_aor_past_3pl	v_aor_fut_1sg	v_aor_fut_2sg	v_aor_fut_3sg	v_aor_fut_1pl	v_aor_fut_2pl	v_aor_fut_3pl	v_aor_na_1sg	v_aor_na_2sg	v_aor_na_3sg	v_aor_na_1pl	v_aor_na_2pl	v_aor_na_3pl	v_aor_imp_2sg	v_aor_imp_2pl
αγοράζω	verb_pres_act_-ω	αγοράζω	αγοράζεις	αγοράζει	αγοράζουμε	αγοράζετε	αγοράζουν							θα αγοράσω	θα αγοράσεις	θα αγοράσει	θα αγοράσουμε	θα αγοράσετε	θα αγοράσουν	να αγοράσω	να αγοράσεις	να αγοράσει	να αγοράσουμε	να αγοράσετε	να αγοράσουν		αγοράζετε	αγόρασα	αγόρασες	αγόρασε	αγοράσαμε	αγοράσατε	αγόρασαν	θα αγοράσω	θα αγοράσεις	θα αγοράσει	θα αγοράσουμε	θα αγοράσετε	θα αγοράσουν	να αγοράσω	να αγοράσεις	να αγοράσει	να αγοράσουμε	να αγοράσετε	να αγοράσουν	αγόρασε	αγοράστε
είμαι	none	είμαι	είσαι	είναι	είμαστε	είστε	είναι							θα είμαι	θα είσαι	θα είναι	θα είμαστε	θα είστε	θα είναι	να είμαι	να είσαι	να είναι	να είμαστε	να είστε	να είναι											
